0000	1.0	0.0	0
1011	2.355	26.220	-90
1021	3.630	26.220	90
1031	3.782	26.207	-90
1041	5.057	26.207	90
1051	5.181	26.205	-90
1061	6.456	26.205	90
1071	6.556	26.164	-90
1072	6.556	24.089	-90
1081	7.831	26.164	90
1082	7.831	24.089	90
1091	8.143	26.211	-90
1101	9.418	26.211	90
1111	9.746	26.202	-90
1121	11.021	26.202	90
1131	11.331	26.220	-90
1141	12.606	26.220	90
1151	12.952	26.210	-90
1161	14.227	26.210	90
1171	14.534	26.162	-90
1172	14.534	24.089	-90
1181	15.809	26.162	90
1182	15.809	24.089	90
1191	16.139	26.220	-90
1201	17.414	26.220	90
1211	17.730	26.209	-90
1221	19.005	26.209	90
1231	19.320	26.210	-90
1241	20.595	26.210	90
1251	20.895	26.219	-90
1261	22.170	26.219	90
1271	22.520	26.154	-90
1272	22.520	24.089	-90
1281	23.795	26.154	90
1282	23.795	24.089	90
1291	24.109	26.209	-90
1301	25.384	26.209	90
1311	25.689	26.215	-90
1321	26.964	26.215	90
1331	27.290	26.215	-90
1341	28.565	26.215	90
1012	2.355	16.220	-90
1022	3.630	16.220	90
1032	3.761	16.207	-90
1042	5.036	16.207	90
1052	5.159	16.205	-90
1062	6.434	16.205	90
1073	6.549	21.940	-90
1074	6.549	16.164	-90
1083	7.824	21.940	90
1084	7.824	16.164	90
1092	8.149	16.211	-90
1102	9.424	16.211	90
1112	9.741	16.202	-90
1122	11.016	16.202	90
1132	11.336	16.220	-90
1142	12.611	16.220	90
1152	12.929	16.210	-90
1162	14.204	16.210	90
1173	14.529	21.940	-90
1174	14.529	16.162	-90
1183	15.804	21.940	90
1184	15.804	16.162	90
1192	16.114	16.220	-90
1202	17.389	16.220	90
1212	17.705	16.209	-90
1222	18.980	16.209	90
1232	19.310	16.210	-90
1242	20.585	16.210	90
1252	20.905	16.219	-90
1262	22.180	16.219	90
1273	22.503	21.940	-90
1274	22.503	16.154	-90
1283	23.778	21.940	90
1284	23.778	16.154	90
1292	24.098	16.209	-90
1302	25.373	16.209	90
1312	25.683	16.215	-90
1322	26.958	16.215	90
1332	27.293	16.215	-90
1342	28.568	16.215	90
2011	2.355	15.705	-90
2021	3.630	15.705	90
2031	3.765	15.706	-90
2041	5.040	15.706	90
2051	5.143	15.718	-90
2061	6.418	15.718	90
2071	6.570	14.068	-90
2072	6.470	11.2	-90
2081	7.845	14.068	90
2082	7.991	11.2	90
2091	8.137	15.726	-90
2101	9.412	15.726	90
2111	9.742	15.717	-90
2121	11.017	15.717	90
2131	11.343	15.717	-90
2141	12.618	15.717	90
2151	12.930	15.704	-90
2161	14.205	15.704	90
2171	14.535	14.068	-90
2172	14.370	11.2	-90
2181	15.810	14.068	90
2182	15.963	11.2	90
2191	16.116	15.719	-90
2201	17.391	15.719	90
2211	17.736	15.717	-90
2221	19.011	15.717	90
2231	19.307	15.722	-90
2241	20.582	15.722	90
2251	20.910	15.719	-90
2261	22.185	15.719	90
2271	22.495	14.068	-90
2272	22.34	11.2	-90
2281	23.770	14.068	90
2282	23.94	11.2	90
2291	24.115	15.704	-90
2301	25.390	15.704	90
2311	25.685	15.712	-90
2321	26.960	15.712	90
2331	27.258	15.697	-90
2341	28.533	15.697	90
2012	2.355	6.705	-90
2022	3.630	6.705	90
2032	3.765	6.706	-90
2042	5.040	6.706	90
2052	5.143	6.718	-90
2062	6.418	6.718	90
2073	6.470	11.2	-90
2074	6.570	8.325	-90
2083	7.991	11.2	90
2084	7.845	8.325	90
2092	8.137	6.726	-90
2102	9.412	6.726	90
2112	9.742	6.717	-90
2122	11.017	6.717	90
2132	11.343	6.717	-90
2142	12.618	6.717	90
2152	12.930	6.704	-90
2162	14.205	6.704	90
2173	14.370	11.2	-90
2174	14.535	8.325	-90
2183	15.963	11.2	90
2184	15.810	8.325	90
2192	16.116	6.719	-90
2202	17.391	6.719	90
2212	17.736	6.717	-90
2222	19.011	6.717	90
2232	19.307	6.722	-90
2242	20.582	6.722	90
2252	20.910	6.719	-90
2262	22.185	6.719	90
2273	22.34	11.2	-90
2274	22.495	8.325	-90
2283	23.94	11.2	90
2284	23.770	8.325	90
2292	24.115	6.704	-90
2302	25.390	6.704	90
2312	25.685	6.712	-90
2322	26.960	6.712	90
2332	27.258	6.697	-90
2342	28.533	6.697	90
3011	2.355	6.287	-90
3021	3.630	6.287	90
3031	3.770	6.290	-90
3041	5.045	6.290	90
3051	5.145	6.282	-90
3061	6.420	6.282	90
3071	6.572	6.307	-90
3072	6.572	0.571	-90
3073	6.572	-1.828	-90
3081	7.847	6.307	90
3082	7.847	0.571	90
3083	7.847	-1.828	90
3091	8.139	6.283	-90
3101	9.414	6.283	90
3111	9.739	6.283	-90
3121	11.014	6.283	90
3131	11.354	6.282	-90
3141	12.629	6.282	90
3151	12.937	6.287	-90
3161	14.212	6.287	90
3171	14.546	6.311	-90
3172	14.546	0.571	-90
3173	14.546	-1.828	-90
3181	15.821	6.311	90
3182	15.821	0.571	90
3183	15.821	-1.828	90
3191	16.144	6.283	-90
3201	17.419	6.283	90
3211	17.736	6.289	-90
3221	19.011	6.289	90
3231	19.315	6.282	-90
3241	20.590	6.282	90
3251	20.916	6.284	-90
3261	22.191	6.284	90
3271	22.520	6.262	-90
3272	22.520	0.571	-90
3273	22.520	-1.828	-90
3281	23.795	6.262	90
3282	23.795	0.571	90
3283	23.795	-1.828	90
3291	24.118	6.284	-90
3301	25.393	6.284	90
3311	25.703	6.282	-90
3321	26.978	6.282	90
3331	27.300	6.287	-90
3341	28.575	6.287	90
3012	2.355	-3.713	-90
3022	3.630	-3.713	90
3032	3.777	-3.710	-90
3042	5.052	-3.710	90
3052	5.159	-3.718	-90
3062	6.434	-3.718	90
3074	6.628	-3.693	-90
3084	7.903	-3.693	90
3092	8.106	-3.717	-90
3102	9.431	-3.717	90
3112	9.776	-3.713	-90
3122	11.051	-3.713	90
3132	11.371	-3.718	-90
3142	12.646	-3.718	90
3152	12.977	-3.713	-90
3162	14.252	-3.713	90
3174	14.523	-3.689	-90
3184	15.798	-3.689	90
3192	16.150	-3.717	-90
3202	17.425	-3.717	90
3212	17.752	-3.711	-90
3222	19.027	-3.711	90
3232	19.341	-3.718	-90
3242	20.616	-3.718	90
3252	20.952	-3.716	-90
3262	22.227	-3.716	90
3274	22.551	-3.738	-90
3284	23.826	-3.738	90
3292	24.132	-3.716	-90
3302	25.407	-3.716	90
3312	25.702	-3.718	-90
3322	26.977	-3.718	90
3332	27.299	-3.713	-90
3342	28.574	-3.713	90
