0000	0.8	0.0	0
0001	29.862	1.527	180
1011	2.525	7.576	-90
1031	3.838	7.576	-90
1051	5.190	10.485	-90
1071	6.618	8.746	-90
1091	8.128	10.485	-90
1111	9.731	10.485	-90
1131	11.311	10.485	-90
1151	12.896	10.485	-90
1171	14.639	8.746	-90
1191	16.195	10.485	-90
1211	17.761	10.485	-90
1231	19.365	10.485	-90
1251	20.942	10.485	-90
1271	22.529	8.746	-90
1291	24.246	10.485	-90
1311	26.661	8.571	-90
1331	28.228	8.571	-90
2011	2.565	1.575	-90
2031	3.870	1.980	-90
2033	3.870	-1.376	-90
2034	3.870	-3.924	-90
2043	5.175	-1.276	90
2044	5.175	-3.824	90
2051	5.211	1.980	-90
2071	6.586	0.446	-90
2072	6.551	-2.45	-90
2091	8.206	1.980	-90
2111	9.791	1.980	-90
2131	11.381	1.980	-90
2151	12.963	1.980	-90
2171	14.638	0.446	-90
2172	14.453	-2.45	-90
2191	16.213	1.980	-90
2211	17.785	1.980	-90
2231	19.375	1.980	-90
2251	21.005	1.980	-90
2271	22.588	0.446	-90
2272	22.449	-2.45	-90
2291	24.173	1.980	-90
2311	26.558	1.575	-90
2331	28.138	1.980	-90
3011	2.525	-7.580	-90
3031	3.845	-7.580	-90
3051	5.205	-7.580	-90
3071	6.550	-7.580	-90
3091	8.130	-7.580	-90
3111	9.770	-7.580	-90
3131	11.360	-7.580	-90
3151	12.965	-7.580	-90
3171	14.515	-7.580	-90
3191	16.200	-7.580	-90
3211	17.780	-7.580	-90
3231	19.370	-7.580	-90
3251	20.975	-7.580	-90
3271	22.578	-7.580	-90
3291	24.150	-7.580	-90
3311	26.530	-7.580	-90
3331	28.100	-7.580	-90
1021	3.830	7.576	90
1041	5.143	7.576	90
1061	6.495	10.485	90
1081	7.923	8.746	90
1101	9.433	10.485	90
1121	11.036	10.485	90
1141	12.616	10.485	90
1161	14.201	10.485	90
1181	15.944	8.746	90
1201	17.500	10.485	90
1221	19.066	10.485	90
1241	20.670	10.485	90
1261	22.247	10.485	90
1281	23.834	8.746	90
1301	25.551	10.485	90
1321	27.966	8.571	90
1341	29.533	8.571	90
2021	3.870	1.575	90
2041	5.175	1.980	90
2061	6.516	1.980	90
2081	7.891	0.446	90
2082	8.048	-2.45	90
2101	9.511	1.980	90
2121	11.096	1.980	90
2141	12.686	1.980	90
2161	14.268	1.980	90
2181	15.943	0.446	90
2182	16.078	-2.45	90
2201	17.518	1.980	90
2221	19.090	1.980	90
2241	20.680	1.980	90
2261	22.310	1.980	90
2281	23.893	0.446	90
2282	24.033	-2.45	90
2301	25.478	1.980	90
2321	27.863	1.575	90
2341	29.443	1.980	90
3021	3.830	-7.580	90
3041	5.150	-7.580	90
3061	6.510	-7.580	90
3081	7.855	-7.580	90
3101	9.435	-7.580	90
3121	11.075	-7.580	90
3141	12.665	-7.580	90
3161	14.270	-7.580	90
3181	15.820	-7.580	90
3201	17.505	-7.580	90
3221	19.085	-7.580	90
3241	20.675	-7.580	90
3261	22.280	-7.580	90
3281	23.883	-7.580	90
3301	25.455	-7.580	90
3321	27.835	-7.580	90
3341	29.405	-7.580	90
1012	2.525	2.526	-90
1032	3.860	2.526	-90
1052	5.200	2.526	-90
1072	6.558	2.526	-90
1092	8.164	2.526	-90
1112	9.767	2.526	-90
1132	11.360	2.526	-90
1152	12.945	2.526	-90
1172	14.595	2.526	-90
1192	16.195	2.526	-90
1212	17.756	2.526	-90
1232	19.371	2.526	-90
1252	20.976	2.526	-90
1272	22.536	2.526	-90
1292	24.246	2.526	-90
1312	26.661	2.526	-90
1332	28.228	2.526	-90
2012	2.495	-6.470	-90
2032	3.870	-7.020	-90
2052	5.211	-7.020	-90
2073	6.551	-2.45	-90
2074	6.586	-5.354	-90
2092	8.206	-7.020	-90
2112	9.791	-7.020	-90
2132	11.381	-7.020	-90
2152	12.963	-7.020	-90
2173	14.453	-2.45	-90
2174	14.638	-5.354	-90
2192	16.213	-7.020	-90
2212	17.785	-7.020	-90
2232	19.375	-7.020	-90
2252	21.005	-7.020	-90
2273	22.449	-2.45	-90
2274	22.588	-5.534	-90
2292	24.173	-7.020	-90
2312	26.558	-6.470	-90
2332	28.138	-7.020	-90
3012	2.525	-12.630	-90
3013	2.525	-10.150	-90
3032	3.865	-12.630	-90
3052	5.205	-15.600	-90
3072	6.550	-11.535	-90
3073	6.550	-13.535	-90
3092	8.130	-15.600	-90
3112	9.715	-15.600	-90
3132	11.330	-15.600	-90
3152	12.907	-15.600	-90
3172	14.515	-11.535	-90
3173	14.515	-13.665	-90
3192	16.200	-15.600	-90
3212	17.780	-15.600	-90
3232	19.387	-15.600	-90
3252	20.978	-15.600	-90
3272	22.589	-11.535	-90
3273	22.589	-13.535	-90
3292	24.150	-15.600	-90
3312	26.530	-13.615	-90
3332	28.100	-13.615	-90
1022	3.830	2.276	90
1042	5.165	2.526	90
1062	6.505	2.526	90
1082	7.863	2.526	90
1102	9.469	2.526	90
1122	11.072	2.526	90
1142	12.665	2.526	90
1162	14.250	2.526	90
1182	15.900	2.526	90
1202	17.500	2.526	90
1222	19.061	2.526	90
1242	20.676	2.526	90
1262	22.281	2.526	90
1282	23.841	2.526	90
1302	25.551	2.526	90
1322	27.966	2.526	90
1342	29.533	2.526	90
2022	3.900	-2.397	90
2023	3.870	-6.370	90
2042	5.175	-7.020	90
2062	6.516	-7.020	90
2083	8.048	-2.45	90
2084	7.891	-5.420	90
2102	9.511	-7.020	90
2122	11.096	-7.020	90
2142	12.686	-7.020	90
2162	14.268	-7.020	90
2183	16.078	-2.45	90
2184	15.943	-5.354	90
2202	17.518	-7.020	90
2222	19.090	-7.020	90
2242	20.680	-7.020	90
2262	22.310	-7.020	90
2283	24.033	-2.45	90
2284	23.893	-5.484	90
2302	25.478	-7.020	90
2322	27.863	-6.470	90
2342	29.443	-7.020	90
3022	3.830	-12.630	90
3023	3.830	-10.150	90
3042	5.170	-12.630	90
3062	6.510	-15.600	90
3082	7.855	-11.535	90
3083	7.855	-13.535	90
3102	9.435	-15.600	90
3122	11.020	-15.600	90
3142	12.635	-15.600	90
3162	14.212	-15.600	90
3182	15.820	-11.535	90
3183	15.820	-13.535	90
3202	17.505	-15.600	90
3222	19.085	-15.600	90
3242	20.692	-15.600	90
3262	22.283	-15.600	90
3282	23.894	-11.535	90
3283	23.894	-13.535	90
3302	25.455	-15.600	90
3322	27.835	-13.615	90
3342	29.405	-13.615	90
